BASE QID,id,name,type,instanceOfLabel,instanceOf,occupationP44,description
,875,Ira W. Schwartz,,person,Q1,,
,878,Charles A. Vance,,person,Q1,,
,881,Benjamin L. Schwartz,,person,Q1,,
,894,Larry Lard,,person,Q1,,
,901,Daniel J. Smoley,,person,Q1,,
,903,Gerd Seegers,,person,Q1,,
,918,Theodore Watkin,,person,Q1,,
,936,Center for Advanced Visual Studies,,institution,Q1804,,
,949,Herman E. Cooper,,person,Q1,,
,955,Marion Javits,,person,Q1,,
,958,Wilder Green,,person,Q1,,
,959,Jennifer Licht,,person,Q1,,
,960,Elizabeth Shaw,,person,Q1,,
,961,Jean Edith Weiffenbach,,person,Q1,,
,962,Joan Weiggins,,person,Q1,,
,963,David Saltonstall,,person,Q1,,
,964,Florence Beller,,person,Q1,,
,965,Barbara Lasalle,,person,Q1,,
,966,Sally Mchale,,person,Q1,,
,967,Robert Hayden,,person,Q1,,
,969,Charles Smith,,person,Q1,,
,970,Peter Jannace,,person,Q1,,
,971,Leo Murphy,,person,Q1,,
,972,Dominic Blasi,,person,Q1,,
,973,Harry Cohen,,person,Q1,,
,974,Joker Newton,,person,Q1,,
,975,Marianne Barcellona,,person,Q1,,
,976,Bob Brennan,,person,Q1,,
,977,Scot Gardiner,,person,Q1,,
,978,Barry Green,,person,Q1,,
,980,Alexander Kasuba,,person,Q1,,
,981,Michael Robbins,,person,Q1,,
,982,William Schwartz,,person,Q1,,
,983,Becky Young,,person,Q1,,
,984,Bob Spiegel,,person,Q1,,
,985,Laurie Glasgow,,person,Q1,,
,986,Lorinda Cherry,,person,Q1,,
,987,Betty Humphreys,,person,Q1,,
,989,Jim Norris,,person,Q1,,
,990,Susan Brockman,,person,Q1,,
,992,John Brundo,,person,Q1,,
,993,Claudio Badal,,person,Q1,,
,994,Susan Edgerton,,person,Q1,,
,995,Jean-Jacques Erlichman,,person,Q1,,
,996,Terry Martin,,person,Q1,,
,997,Susan Munshower,,person,Q1,,
,998,Tamara Vidos,,person,Q1,,
